도입_URL,가게이름,카테고리,전체평점,방문자리뷰,리뷰작성자,리뷰작성수,리뷰내용,방문시간,validated_label
"https://map.naver.com/p/entry/place/1880447979?c=13.00,0,0,0,dh",세구네술집,요리주점,미공개,54,kim****,10,분위기 좋아요!! 안주도 싸고 맛있습니다 양이 많아서 좋아요 대학생분들 많이 방문하세요 추천합니다아,3.22.토,0
"https://map.naver.com/p/entry/place/1767613585?c=15.00,0,0,0,dh",뼈앓이감자탕 용현점,감자탕,미공개,242,dba****,35,개 폭력적이에요 러닝뛰고  먹으러 왔는데 진짜 둘이서 뼈찜 개뿌셨어요 다음에 감자탕 도장깨기하러 올게요,9.29.월,0
"https://map.naver.com/p/entry/place/1878533608?c=13.00,0,0,0,dh",빙그레정육식당 인하대본점,"육류,고기요리",미공개,651,꼬바꼬,320,"예약하고 방문했더니 콜라서비스로 시작^^
가서 고기고르고 바코드찍구 자리와서 고기 굽굽
둘이서 생각보다 많이먹어서 감동하셨는지..호박,버섯두 써비스로주셨어여 감사♡
싸게 넘 맛있게먹구 빠이^^",24.8.25.일,1
"https://map.naver.com/p/entry/place/1543018546?c=15.00,0,0,0,dh",산츠키,이자카야,미공개,61,메리제인76,13,"첨 방문하는 산츠키
올라오는 사진 글보고 엄청 기대하고 6명 예약~~
역시 오른 선택이였습니다.
모츠나베는 첫 입은 어라?했지만 좀더 끓이니
우와~~~국물도 묵직하지만 텁텁하지않고 몸보신하듯 숟가락을 멈출수 없었고
오뎅탕은 시원달달 소주랑 딱~~합을 이뤄주네요 ㅎㅎ
6명이 이것저것 먹어본다고 시킨 안주중
단언컨대 짱은 테바사키
짭쪼름하고 바삭하고 진심 어느 치킨집 간장치킨보다 맛나드라구요~~~전 담에 가면 또 요아이 시켜먹을거랍니다.
",23.12.23.토,1
"https://map.naver.com/p/entry/place/1032865736?c=13.00,0,0,0,dh",국민정서 인하대후문점,요리주점,미공개,409,내이름은뚱,11,김치찜 개ㅐㅐㅐㅐㅐㅐㅐ맛집입니다. 비오는날 생각나는 메뉴에용~ 다들 이곳으로 달려오십셔🩵💖🩵💖,7.17.목,0
"https://map.naver.com/p/entry/place/1034790169?c=15.00,0,0,0,dh",미식당,양식,미공개,610,히크5,59,가성비 최고 파스타집 메뉴도 웬만해선 다 맛있어요 불고기리조또 추천 장소가 테이블끼리 간격이 좀 넓지 않은게 아쉬움,21.11.25.목,0
"https://map.naver.com/p/entry/place/87238504?c=15.00,0,0,0,dh",계속 쪼르면,종합분식,미공개,938,suzzzzzzz,661,"국물 떡볶이가 진짜 진짜 맛있어요ㅠ
배달만 시켜먹다가 매장 처음 방문했는데 깨끗해서 좋았어요~~~😍",23.10.3.화,1
"https://map.naver.com/p/entry/place/1807428763?c=15.00,0,0,0,dh",맥주집,"맥주,호프",미공개,167,구프25,205,처음 와보는데 정말 맛있네요 일단 기본 안주부터 다릅니다 레몬크림생맥주도 맛있어요 잘먹었습니다~~,1.31.금,1
"https://map.naver.com/p/entry/place/1424888459?c=13.00,0,0,0,dh",양궈푸마라탕 인하대점,마라탕,미공개,330,gks****,36,"셀프바에 다양한 재료 많아서 좋았어요. 다른곳에서 꼬치로 파는것도 여기는 기본으로 있어서 좋아요. 소스바나 무료 공기밥, 자리마다 있는 고무줄 등등 신경 많이 쓴게 보여요 브레이크타임 없어서 아무때나 오기 좋을듯!!🥰",6.3.화,0
"https://map.naver.com/p/entry/place/1042128520?c=13.00,0,0,0,dh",오이아샌드위치 인하대,샌드위치,미공개,179,최고심,616,"시험기간 저의 저녁을 책임져준 오이아,,, 후 🐶🐶🐶존맛 매일 먹어도 안질림 진짜
더블햄에그오믈렛 그냥 드세요. 아묻따 이걸로 먹어야 함
맛있음 그냥 계란 퐁실한거 보이시죠 ?̊̈ .. ㄹㅇ 찐 개도른넘~~~
지금 쓰면서 또 군침돌았음 ;;; 후",24.11.13.수,1
"https://map.naver.com/p/entry/place/1392141383?c=19.19,0,0,0,dh",효자동솥뚜껑 인하대점,돼지고기구이,미공개,608,하밍74,167,"아이랑 같이 방문했어요!
듀록 흑돼지!!! 기대했눈대 역시 👍🏻👍🏻
고소하고 잡내도 없고 맛있고 가성비있어서 굳💓",8.15.금,1
"https://map.naver.com/p/entry/place/1004153329?c=13.00,0,0,0,dh",더문칵테일,바(BAR),미공개,65,Silver72,200,"전문성 넘치는 사장님과 친절하신 매니저님!
고퀄리티의 칵테일을 맛볼 수 있어서 너무 좋았어요. 앞으로 자주 찾아가는 단골 되려구요 👍🏻",23.5.12.금,1
"https://map.naver.com/p/entry/place/1032865736?c=13.00,0,0,0,dh",국민정서 인하대후문점,요리주점,미공개,409,규민송,28,"안주 진짜 맛있고 별점 5점 만점에 100점입니다.
최근에 알게 된 이후로 여기만 계속 올 것 같아요 ㅎㅎ",9.17.수,0
"https://map.naver.com/p/entry/place/1344154314?c=15.00,0,0,0,dh",레커훈스 인하대점,"치킨,닭강정",미공개,199,다롱514,24,너무 맛있어요!! 개인적으로는 후라이드보다 더 좋아요 ㅎㅎ 반마리를 간장맛으로 먹을 수 있다니 최고예요👍🏻🧡,21.5.12.수,1
"https://map.naver.com/p/entry/place/1999087809?c=13.00,0,0,0,dh",교반 인하대점,한식,미공개,186,도로여행,139,"새로 오픈했는데 서비스 많이 주시네요ㅎㅎ
사장님이 친절해요. 음식도 맛있고 된찌포함되어있고 공기밥 무료네요ㅎㅎ",5.14.수,1
"https://map.naver.com/p/entry/place/1470889138?c=13.00,0,0,0,dh",화양연화,요리주점,미공개,636,Matyun,29,서비스 너무 좋고 안주도 안주빨 세우기 너무 좋아요 ㅋㅋㅋ ❤️ 인하대 후문 술집 추천합니다!!!!,23.4.29.토,1
"https://map.naver.com/p/entry/place/1963692965?c=15.00,0,0,0,dh",정인곱창 인하본점,"곱창,막창,양",4.77,418,Jocks,15,곱창 막창 양도 많고 퀄리티도 너무 좋아요! 특히 김치말이국수가 별미네요ㅎㅎ 잘 먹고 갑니다.,24.4.6.토,0
"https://map.naver.com/p/entry/place/1696712049?c=13.00,0,0,0,dh",역전우동0410 인하대점,"우동,소바",미공개,370,화성인 식탐여교사의 먹스테이,1,"항상 맛있고 혼밥하기 좋고, 간편하게 먹을 수 있어서
만족해요^^ 요즘엔 배달이 많은거같아서
식사시간에 가면 살짝 음식을 기다려야해요
이번엔 쌀쌀한 저녁에 갔는데ㅠㅠ
에어콘이 너무 세서 엄청 춥게 먹었어요
다른 손님들 모두 긴팔에 과잠바도 입은 쌀쌀한 날씨에 에어콘가동이라 그냥 가려했는데
아들이 울고불고 난리라 참고 먹었는데요ㅜㅜ
뜨끈한 우동,돈가스, 치킨 덮밥 먹었는데도
밤에 맛있고 아까운 음식을 모두 체하고 토했어요ㅜㅜ
건강관리 못한 제가 잘못했지요ㅜㅜ",24.10.19.토,1
"https://map.naver.com/p/entry/place/1678525038?c=13.00,0,0,0,dh",삼청당 인하대점,분식,미공개,620,umknown,33,"맛있게 식사하고 갑니다. 접근성 좋고 맛있어요!
인테리어도 깔끔해서 다시 올 것 같아요
사장님도 친절해요!",3.13.목,0
"https://map.naver.com/p/entry/place/1406506965?c=15.00,0,0,0,dh",하노이별 인하대점,베트남음식,미공개,430,희블리98,65,양도 진짜 많고 맛있었어요!!! 매장 분위기도 현지 분위기 나게 이쁘고 잘 먹고 갑니당~~!,23.6.24.토,0
"https://map.naver.com/p/entry/place/1044258426?c=13.00,0,0,0,dh",화경양꼬치,양꼬치,미공개,249,wOnii,25,"양꼬치가 너무 맛있었어요 !
사장님도 너무 친절하시고 리뷰이벤트 하면 음료와 건두부무침까지 !!
다음에 다시 방문하겠습니다 ❤️",23.8.13.일,1
"https://map.naver.com/p/entry/place/1403450091?c=18.31,0,0,0,dh",하이볼마또,퓨전음식,미공개,587,seo****,49,"마또 n차 방문 어떻게 모든 메뉴가 맛있을 수 있나요🥹 친구1은 오뎅 자기 앞에 두고 친구2는 배부르다면서 묵은지삼겹볶음밥 그릇까지 파먹었어요 배터져도 숟가락, 젓가락 못놓는 저 어떡하죠…
#인하대맛집 #인하대술집 #인하대이자카야 #마또만세 #딱지한판",1.25.토,0
"https://map.naver.com/p/entry/place/1912001285?c=15.00,0,0,0,dh",청담족발,"족발,보쌈",미공개,486,미카62,1,양도 많고 냄새도 안나고  완젼 맛있어요!! 강추강추!!!!  👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 ,22.7.29.금,0
"https://map.naver.com/p/entry/place/32434663?c=13.00,0,0,0,dh",알촌 인하대점,퓨전음식,미공개,601,혜릴,916,가성비가 좋은 인하대후문 돌솥밥집. 약매알밥 양많이 옵션해서 먹으면 성인여자는 적당히 배불러요,22.12.5.월,1
"https://map.naver.com/p/entry/place/1406506965?c=15.00,0,0,0,dh",하노이별 인하대점,베트남음식,미공개,430,고은96,5,짜조 처음 먹어봤는데 바삭바삭하고 느끼하지 않아서 좋았어요ㅎㅎ 소스에 찍어먹어도 잘어울리더라고요! 쌀국수도 고기 많이 주시고 취향따라 소스랑 레몬즙 넣어서 먹었어요! 레몬을 손으로 짜는게 아니라 도구가 있어서 위생적인 것 같아요!:),22.1.29.토,0
"https://map.naver.com/p/entry/place/1470889138?c=13.00,0,0,0,dh",화양연화,요리주점,미공개,636,촘이닝,19,마라전골에 중독되서 생각나면 꼭 오는 맛집입니다!! 인테리어도 예쁘고 가게도 청결해서 좋아요!,23.4.13.목,0
"https://map.naver.com/p/entry/place/1102006774?c=13.00,0,0,0,dh",샐러리아 인하대점,"다이어트,샐러드",미공개,634,은지1193,36,"포케 좋아하는데 너무 맛있어요!!! 양도 많고 특히 생연어포케랑 삼겹살포케 진짜 맛있네요! 웬만한 삼겹살 전문점보다 고기가 맛있어요👍👍 야채도 완전 싱싱해요!
3층 뷰 예쁘니 꼭 가보세요",24.8.22.목,0
"https://map.naver.com/p/entry/place/1767613585?c=15.00,0,0,0,dh",뼈앓이감자탕 용현점,감자탕,미공개,242,부농u,20,"뼈해장국에 고기 양 많고, 국 양도 많아서 대식가도 다 먹으면 배부를 정도예요!! 맛도 있습니다!~! 안에 수제비도 들어가요 매장도 생긴지 얼마 안 돼서 깨끗하고 넓습니다 ㅎㅎ 추천!",8.17.일,0
"https://map.naver.com/p/entry/place/1748522357?c=13.00,0,0,0,dh",큐슈울트라아멘 인하대점,일본식라면,미공개,279,whd****,10,분위기도 일본 느낌이라서 좋고 사람도 많고 라멘도 아주 맛있고 사장님도 아주 친절하십니다!,24.6.6.목,0
"https://map.naver.com/p/entry/place/1133615983?c=13.00,0,0,0,dh",왕돈까스,돈가스,미공개,445,까미18,630,돈까스 소스빼고는 다 맛있어요. 소스가 엄청 진득한 탕수육 소스같아서 둘 다 걷어내고 먹었습니다. 주방에 나이 많으신 여사님 마스크도 안 하시고 셀프바 정리 하시면서 계속 대화 하시던데 이시국이 아니라도 그런건 고쳐주셨으면 합니다.,20.9.27.일,1
"https://map.naver.com/p/entry/place/1801858940?c=13.00,0,0,0,dh",하하돈면,한식,미공개,262,나는나3215,296,"돈까스 고기도 두툼하고, 고소하니 맛나요~ 스프와 샐러드, 떡볶이 등 샐러드바가 있어서 풀코스로 즐길수있는데 가격도 저렴! 맛집목록에 추가합니다^^",5.1.목,1
"https://map.naver.com/p/entry/place/1034790169?c=15.00,0,0,0,dh",미식당,양식,미공개,610,이야효,164,인하대 후문 놀러올 때마다 왔어요 진짜 가성비 좋은 곳!!! 근데 맛까지 좋으니까 너무너무 좋아요❤️❤️❤️,22.12.11.일,1
"https://map.naver.com/p/entry/place/1384879006?c=13.00,0,0,0,dh",라향각마라탕 인하대점,중식당,미공개,429,또로랭,315,맛있었습니다! 저번에 처음 와보고 맛있어서 또 왔습니다. 근데 오늘은 감자가 제대로 안 익어 나와서 아삭했고 국물이 식으면서 급속도로 짜졌습니다. 그 부분들만 조금 아쉬웠고 맛있었어요!~,21.5.31.월,1
"https://map.naver.com/p/entry/place/1715794350?c=13.00,0,0,0,dh",카페밥엔술,양식,미공개,77,jen****,135,"남편과 재방문. 오늘은 신메뉴만 주문. 왕새우,   해물볶음우동, 닭가슴살샌드위치. 재료가 신선해서 가끔 생강납니다.  강추요",3.29.토,1
"https://map.naver.com/p/entry/place/1418606976?c=15.00,0,0,0,dh",순목,요리주점,미공개,52,jyr****,29,"진짜진쩌 안주 맛집입니다
인하대 후문중에 제일 맛있는거같아요
여기 사진엔 없는데 나쵸도 시켰어요
진짜 가지도 맛있구 전골도 맛있는데 가지가 진짜 대박이에요
가지 싫어하는 오빠도 맛있다구 할정도로 짱맛있어요
진짜 안주는 짱맛있구 분위기가 진짜진짜 좋아요
다음에도 올게요
데이트 장소로도 짱 좋아요 진짜진짜 맛있어요",24.2.26.월,1
"https://map.naver.com/p/entry/place/1090243948?c=13.00,0,0,0,dh",와이키키피자,피자,미공개,326,호려오,88,처음 왔는데 직접 피자 만들어 주셔서 정말 맛있었어요~!! 피맥으로 지친 하루를 잘 달래주고 갑니다👍💕,9.23.화,0
"https://map.naver.com/p/entry/place/1574688174?c=15.00,0,0,0,dh",솥고기67번길,돼지고기구이,미공개,557,뾰로로롱65,1,"커다란 빔 화면도 볼수있어 경기 잇을때 보면어 식사하거나 술마시가 좋을 밥집,술집!!^^ 고기 가성비 최고네",23.7.19.수,0
"https://map.naver.com/p/entry/place/34551133?c=13.00,0,0,0,dh",숭의갈비,"육류,고기요리",미공개,113,볶음밥아저씨,138,"동네에서 자주 가는 갈비집입니다. 친구들도 데려가고, 가족들도 데려 갔었는데 다 맛있다고해서 갈때마다 기분 좋았습니다. 사장님 내외분도 친절하시고 같이 주시는 된장찌개도 일품입니다. 나이가 많아 이런거 잘 못 적는데 여기는 먹고 올때마다 만족해서 어렵게 적어봅니다. 점점 사람이 많아져 대기 하는날도 생기던데 동네 맛집 인정 받은것같아 좋네요 늘 감사합니다. 번창하세요",24.8.6.화,1
"https://map.naver.com/p/entry/place/1595117576?c=13.00,0,0,0,dh",금별맥주 인하대점,"맥주,호프",미공개,112,Santepc,5,"여긴 술집안주가 아니에요! 일품요리 같아요♡
그리고 매장이 너무 깨끗해요! 특히 화장실두요!
금별맥주 인하대 👍 👍 👍 👍 👍",24.3.23.토,0
"https://map.naver.com/p/entry/place/1801858940?c=13.00,0,0,0,dh",하하돈면,한식,미공개,262,오 정환,9,너무 너무 맛있고 양도 많아요 그리고 셀프바가 종류 다양한게 너무 행복해요... 그리고 음료수도 두개 서비스로 주셨어요 ㅎ 앞으로 자주 갈거 같아요,24.5.22.수,1
"https://map.naver.com/p/entry/place/31371994?c=15.00,0,0,0,dh",콩불 인하대점,"육류,고기요리",미공개,283,븅화,1,대학생때 많이 먹은 추억의 콩불🥹 이제 인천에서는 인하대점만 남았네요 여전히 맛있어서 눙물나는맛🥹 넘모 맛있어요,23.8.14.월,0
"https://map.naver.com/p/entry/place/1878533608?c=13.00,0,0,0,dh",빙그레정육식당 인하대본점,"육류,고기요리",미공개,651,ehd****,38,"양념소갈비살 진짜 너무 맛있어요 !!!
자주 올 거 같아요 😭😭
맛있게 잘 먹고 갑니다 ㅎㅎ",1.26.일,0
"https://map.naver.com/p/entry/place/1044258426?c=13.00,0,0,0,dh",화경양꼬치,양꼬치,미공개,249,jjj6684,29,숙성 양꼬치라 정말 부드럽고 맛있어요! 앞으로 자주 올것 같습니다! 냄새도 안나고 깔끔해요,23.10.29.일,0
"https://map.naver.com/p/entry/place/1102006774?c=13.00,0,0,0,dh",샐러리아 인하대점,"다이어트,샐러드",미공개,634,혜현78,18,"처음 한 입 먹자마자 매콤한 양념이 입안 가득 퍼지면서 입맛을 확 사로잡았어요. 닭가슴살 특유의 퍽퍽함 없이 촉촉하고 부드러워서 먹는 내내 질리지 않았고, 매콤한 소스가 살짝 단맛도 감돌아서 더욱 감칠맛이 났어요.
신선한 채소들도 아삭아삭하고 깔끔하게 잘 어우러졌고, 특히 양상추와 방울토마토, 오이 조합이 닭가슴살과 너무 잘 맞아서 한 끼 식사로도 손색이 없었어요. 드레싱도 과하지 않아서 재료 본연의 맛을 살려주는 느낌이 좋았습니다.
무엇보다도, 단백질이 풍부해서 식사 대용이나 운동 후 식단 관리용으로도 딱 알맞은 메뉴 같아요. 매운맛도 너무 강하지 않아서 자극적이지 않고, 깔끔하요",4.16.수,0
"https://map.naver.com/p/entry/place/1767613585?c=15.00,0,0,0,dh",뼈앓이감자탕 용현점,감자탕,미공개,242,wot****,16,음식 맛도 훌륭하고 매장도 깔끔하게 관리되어 있어서 정말 만족스러웠어요. 다음에 또 방문할 생각이에요!​​​​​​​​​​​​​​​​,10.2.목,0
"https://map.naver.com/p/entry/place/1337573093?c=13.00,0,0,0,dh",연안별버거,햄버거,미공개,14,먹방하는 사람,22,"집이 멀어서 직접포장하러 다녀왔어요!!
지금 삼주째 먹는거같아요ㅠㅜ너무 맛있어요!!!
사장님도 친절하시고 재료도 신선하고
포장도 빠르구! 무엇보다 정말 맛이 ㅡㅡ
미쳤어요 여기ㅠㅜ 꼭 사먹어야 하는곳입니다",23.1.18.수,0
"https://map.naver.com/p/entry/place/2009691902?c=15.00,0,0,0,dh",디탕 인하대점,베트남음식,미공개,376,소영77,17,"껌땀, 껌승 먹고싶었는데 디탕에 메뉴가있어서 와서 먹어봤어요! 너무 맛있어서 자주 올 집입니다
꿔이도 너무 맛있고 ㅋㅋㅋ 쌀국수 육수도 너무 시원칼칼하니 맛있었어요 !",9.3.수,0
"https://map.naver.com/p/entry/place/1403450091?c=18.31,0,0,0,dh",하이볼마또,퓨전음식,미공개,587,JIL,64,학교 근처 맛집인데 음식도 맛있고 메뉴도 신선하서 너무너무 좋아요! 생각보다 가성비인 점도 최고최고 잘 먹겠습니다:),24.10.28.월,0
"https://map.naver.com/p/entry/place/1957094833?c=15.00,0,0,0,dh",포케품은초밥 인하대점,"초밥,롤",미공개,416,메롱9741,23,"친구랑 저녁먹을 겸 인하대후문쪽에 포케집 방문!
매장도 크고 시원하고 아가의자도 구비되어잇어서 옆에 테이블 아가랑 식사하러 온 부부도 있엇습니당!
무엇보다 포케가 양도 많고 종류도 다양해서 친구랑 다른메뉴 시켜서 나눠먹으니까 질리지도않고 배부르게 끝까지 먹고나올수 있었어요!
소스도 넉넉히 줘서 먹고싶은만큼 뿌려먹을수 잇엇고 메뉴 하나당 우동한그릇 줘서 추가 안해도 국물까지 먹을수잇어서 좋앗습니당!",8.29.금,0
"https://map.naver.com/p/entry/place/1104224962?c=15.00,0,0,0,dh",압구정수산시장 인하대점,이자카야,미공개,94,asa891,11,해산물로 이자카야를 즐기고 싶거든 이곳으로 가십시요! 메뉴도 다양하고 술찌로서 하이볼 종류도 다양해서 골라먹는 재미가 있었습니당 ㅎㅎ추천드려요,24.8.14.수,0
"https://map.naver.com/p/entry/place/1715722424?c=15.00,0,0,0,dh",인하 주먹고기,돼지고기구이,미공개,429,미추홀백종원,10,고기에 크기가 한입에 먹기좋은듯해요 간단히먹을려고 주먹고기시켰는데 다음엔 차돌박이도 먹어봐야겠네요 ,22.11.23.수,0
"https://map.naver.com/p/entry/place/1434365007?c=13.00,0,0,0,dh",연곱,"곱창,막창,양",미공개,51,jat****,16,"마감 시간 근처에 포장 주문했는데도 너무 친절하게 해주셨습니다
맛 : 인하대후문에서 제일 맛있음
양 : 인하대후문에서 제일 많음, 사진은 1/3먹고 난 후 찍은 사진, 1인분을 둘이 먹었는데 많다고 할 정도!
상당히 친절하십니다
홍보만 잘되면 바로 맛집으로 등극!
",23.3.15.수,0
"https://map.naver.com/p/entry/place/1767613585?c=15.00,0,0,0,dh",뼈앓이감자탕 용현점,감자탕,미공개,242,bog****,14,정말 인하대와서 제대로된 해장국집을 못찾았는데 여기에는 그냥 입수하고 싶을정도로 너무 맛있어요 매일 오고싶어요,10.18.토,0
"https://map.naver.com/p/entry/place/37944103?c=15.00,0,0,0,dh",우리소참한우정육식당 인하본점,정육식당,4.53,403,소제2,335,싸고 맛있어서 다음날 또 사러 왔어요. 싱겁게 먹는 편이라 그런지 좀 짠 것 같기도 하구요ㅠㅠ,20.9.2.수,0
"https://map.naver.com/p/entry/place/1426778024?c=15.00,0,0,0,dh",아재불닭발 인하대점,닭발,미공개,354,웅웅6419,129,인하대 근처에서 닭발 땡기면 늘 오는 곳이에요 오픈 초기 때부터 종종 왔는데 늘 맛있어용 계란찜이랑 오돌뼈가 맛도리 국물 닭발은 술 안주로 최고예요,10.10.금,1
"https://map.naver.com/p/entry/place/1480205995?c=15.00,0,0,0,dh",탕화쿵푸 인천인하대점,마라탕,미공개,62,하나2391,35,"재료가 신선하고 맛있어서 가던 곳인데.. 이제 안가도 될거 같네요.
사장님 3번을 불러야 그제서야 대답하시고, 감사합니다, 잘 먹었습니다 는 말에 대꾸도 안하시고.
그리고 맛도 오늘따라 유난히 물 탄것처럼 싱거웠어요.
마감타임이라 지치고 힘드신 거 아는데 손님 인사 못 받아주실 만큼 힘드셨나 보네요.",4.21.월,0
"https://map.naver.com/p/entry/place/21474881?c=13.00,0,0,0,dh",숯불구이먹방,"육류,고기요리",미공개,384,재굴재굴,237,"인하대 후문 무한리필집 숯불구이먹방.
-인하대먹자골목은 후문쪽 노상공영주차장 이용하세요.
저녁7시쯤 방문 자리는 거의 꽉차있었고 메뉴는 무한리필로 주문!
저렴한가격에 삼겹살 목살 갈비 소세지를 많이먹을수있어서 좋았습니다.
",23.12.21.목,1
"https://map.naver.com/p/entry/place/1384879006?c=13.00,0,0,0,dh",라향각마라탕 인하대점,중식당,미공개,429,꼬꼬마친구90,1,"라향각 처음으로 매장가서 먹었는데 , 진짜 맛있었어요 근데 매콤의향은 느껴지지않아서 아쉽긴했는데 너무 친절해서 좋았어요 ㅎㅎ 장난아니었던거같아요 진짜 꼭 더 번창하세요 ㅎㅎ",23.11.19.일,0
"https://map.naver.com/p/entry/place/1912001285?c=15.00,0,0,0,dh",청담족발,"족발,보쌈",미공개,486,252****,9,개마싯어요 항상 배민으로만 주문하다가 방문포장 했는데 삼처넌 할인두 받고 조아요 양도 많고 가격도 싸고 너무 좋네요❤️❤️❤️ 많이 버십쇼,22.9.12.월,0
"https://map.naver.com/p/entry/place/1160321792?c=13.00,0,0,0,dh",슬로우캘리 인하대점,"다이어트,샐러드",미공개,230,yjj****,13,포케 좋아하는데 슬로우캘리에서는 처음 먹어봤어요! 근데 너무 맛있어서 앞으로 자주 이용할 것 같습니다🥰 삶은 계란까지 먹으니까 딱 좋았어요💚,6.30.월,0
