도입_URL,가게이름,카테고리,전체평점,방문자리뷰,리뷰작성자,리뷰작성수,리뷰내용,방문시간,validated_label
"https://map.naver.com/p/entry/place/1434154594?c=13.00,0,0,0,dh",인하로 인하대점,한식,미공개,38,해루해루,66,"메뉴판 사진이랑 똑같이 나와요!!
설대입구에서 장사하시다 내려왔다고 들었는데 같은 동네 분을 인천에서 만나니 너무 반갑네용
닭도리탕은 솔드아웃ㅠㅠ 생닭을 사용하셔서 품절될수 있으니 미리 디엠이나 전화주셔도 된대용!!
오늘도 충분히 맛있었지만 담에는 닭도리탕 도전!!(옆테이블 대학생들이 존맛이라고 계속 얘기하더라구요, 한입 얻어먹고 싶었음)",8.28.목,0
"https://map.naver.com/p/entry/place/1406506965?c=15.00,0,0,0,dh",하노이별 인하대점,베트남음식,미공개,430,gh0901,20,진짜 너~~~무 맛있어여 빈속에 수업듣고 가서 먹는데 극락가벌임…❤️ 진짜 팟타이 너므 맛있고 마라탕맛 쌀국수 ㄹㅇ마라탕 맛 나요 얼큰하고 너므 맛있고 양 짱마늠…>_<그리고 노래도 그렇고 인테리어도 베트남 느낌나서 현지에서 먹는줄..,23.4.3.월,0
"https://map.naver.com/p/entry/place/1770290012?c=15.00,0,0,0,dh",커리야,인도음식,4.62,907,hoj****,21,매장 넓고 쾌적하고 왕좌의게임 인테리어 보기 좋았어요. 음식도 청결하고 맛있고 또 방문할 거 같아요!,9.3.수,1
"https://map.naver.com/p/entry/place/1470889138?c=13.00,0,0,0,dh",화양연화,요리주점,미공개,636,수희64,48,인하대 후문 분위기 가성비 맛집✨ 마라전골+크림새우 조합 완전 추천합니다 :D 시그니처 마라전골은 재료가 가득해서 먹어도 먹어도 계속 나와요ㅎㅎㅎ 크림새우도 빠삭한게 소스가 아주 야무집니당! 특히 마라전골은 꼭 드세요‼️,24.7.13.토,0
"https://map.naver.com/p/entry/place/38351458?c=13.00,0,0,0,dh",신촌설렁탕,"곰탕,설렁탕",미공개,685,양땡구알랍,917,"새해첫날 떡만두국 집을 검색하다가 우연히발견!
리뷰에 육회비빔밥이 맛있다길래 메뉴 급변경!
육회비빔밥에 사골육수 👍
음식 나오는속도 초스피드! 가격착하고 맛있어용~",23.1.1.일,1
"https://map.naver.com/p/entry/place/1147785312?c=14.80,0,0,0,dh",불아더숯불바베큐치킨 인천용현점,"치킨,닭강정",미공개,4,미나릴드,1,"닭에 기본 간이 너무 좋아요~~~~
타지점에서도 여러번 먹어봤는데 용현점이 더 불향이 많이 나는거같아요~~
진짜 맛있음??",24.2.2.금,0
"https://map.naver.com/p/entry/place/1678525038?c=13.00,0,0,0,dh",삼청당 인하대점,분식,미공개,620,lin****,1,점심시간혼밥하기좋은곳  매장이깔끔하구  김밥이일반햄들어가는 김밥이 아니라 선선하구  깔끔한맛입니다  담에 재방문  할수있을거  같아요  사장님도 친절하시네요  굿입니다,2.21.금,0
"https://map.naver.com/p/entry/place/1392141383?c=19.19,0,0,0,dh",효자동솥뚜껑 인하대점,돼지고기구이,미공개,608,mhhp,156,인하대 근처에서 은근 맛집 찾기 어려웠는데 오랫만에 고기 맛있게 먹었어요~미나리 추가해서 먹으니 더 맛있네요! 김치말이국수도 짱시원😆 잘 먹었습니다!,5.31.토,0
"https://map.naver.com/p/entry/place/1403450091?c=18.31,0,0,0,dh",하이볼마또,퓨전음식,미공개,587,mun****,36,우리룸메들이랑같이왔ㄴㄴ데 딘ㅋ자 마ㅛ있어요 꼭 오세요 여러분 진짜 밀푀유나ㅐ 넛어주새여ㅠ재발요,24.4.24.수,0
"https://map.naver.com/p/entry/place/1470889138?c=13.00,0,0,0,dh",화양연화,요리주점,미공개,636,yij****,15,매장이 2층인데 창문을 모두 열어두셔서 개방감이 있고 좋았어요 ! 인하대 학생들이 많이 방문해서 활기 넘쳐요 ㅎㅎ,24.6.15.토,1
"https://map.naver.com/p/entry/place/1963692965?c=15.00,0,0,0,dh",정인곱창 인하본점,"곱창,막창,양",4.77,418,어리뉘,547,"여기간다했을때 다들부러워했는데
이유가 있었음 ♡♡♡
진짜 개존맛곱창막창집이요!!
돼지막창완전맛있구 냄새없고 부들ㅠㅠ 넘맛있어서 추가로 더시켜먹었구요!!
곱창은 곱이 가득차서..잘라도 가득그상태!! 먹을수록 더맛있는데 특히 어느정도 익힌다음에 (초벌이되어서 나옴)약한불에 구워서 바싹해진듯먹으면...눙물납니다. 넘맛있어서!! 사장님내외분 다 친절하시구 여기는 단골로 찜이요♡",22.5.20.금,1
"https://map.naver.com/p/entry/place/1032865736?c=13.00,0,0,0,dh",국민정서 인하대후문점,요리주점,미공개,409,Hamllet,32,배가고픈 나머지 사진을 못찍고 먹기 시작해서 음식 사진이 아쉽네요.. 정말 맛있고 양도 많아요!! 술 한 잔하면서 밥먹고 싶을 때 강추합니다.,24.12.12.목,0
"https://map.naver.com/p/entry/place/1776211168?c=13.00,0,0,0,dh",삭금,요리주점,미공개,118,애교다니,1,"인하대후문에 위치한
분위기 좋은 술집에 다녀왔어요🫶🏻
아늑하면서 깔끔하고 모던한 느낌의 매장이라
데이트 하기 너무 좋더라구요❤️
낮에는 점심메뉴를 저녁에는 안주를 판매하는 곳이에요!!
안주들이 특색있는 메뉴라 너무 좋았어요!!
🍙톳 유부 주먹밥🍙
톳과 유부조림을 넣어 만든 주먹밥인데
와…이거 꼭 드세요!! 진짜 꼬소꼬소함이 극강의 맛이라 단짠한 유주조림과 어울어져 너무 맛있게 먹었어요😋
🐷부타노가쿠니🥚
통삼겹을 가쓰오부시 간장 소스로 졸인 일본식 동파육!! 단짠단짠 밥도둑이에요!!👍
🍅토마토나베🍅
토마토 베이스 육수에 각종 해산물과 대패삼겹살을 함께 넣고 끓여 먹는 나베🦑🦐🥓
맑고 시원한 토마토 스튜를 먹는 느낌이였어요!! 먹으면서 해장되는!!
",23.12.2.토,0
"https://map.naver.com/p/entry/place/1710907962?c=13.00,0,0,0,dh",뭉클로 샌드위치 디저트,샌드위치,미공개,140,성성호호,124,밥먹고 2차로 디저트먹으러 갔어요  에이드 수제라그런지엄청 맛있었어요!  단호각리코타치즈도 색다르게 맛나네용,23.3.7.화,0
"https://map.naver.com/p/entry/place/1426778024?c=15.00,0,0,0,dh",아재불닭발 인하대점,닭발,미공개,354,제로코크콜라,14,맛있게 매운맛으로 잘 먹었어요!!! 닭똥집튀김도 바삭 쫄깃해서 맛있네요~~ 다음에 또 올게요ㅎㅎ,10.9.목,1
"https://map.naver.com/p/entry/place/1392141383?c=19.19,0,0,0,dh",효자동솥뚜껑 인하대점,돼지고기구이,미공개,608,천관호,22,아니 엄청맛있네요… 고기 다구웠을때는 너무빨리먹어버려서 사진이없어요 진짜 잘먹었습니당 ㅜㅜ,9.14.일,1
"https://map.naver.com/p/entry/place/1715722424?c=15.00,0,0,0,dh",인하 주먹고기,돼지고기구이,미공개,429,옹s,6,가성비 좋고 맘편히 오기 좋은 우리 동네 맛집이에요 고기 먹을 일있으면 항상 여길 찾게 되네요 오늘도 맛있게 잘 먹었습니다~!,8.20.수,0
"https://map.naver.com/p/entry/place/1711877761?c=13.00,0,0,0,dh",코피아,이탈리아음식,미공개,536,팥74,116,숨겨진 인하대파스타 맛집...!!! 가성비 너무좋고 분위기 따뜻하고 조용해서 종종 방문하려구요~!~!,23.12.19.화,1
"https://map.naver.com/p/entry/place/1590101380?c=13.00,0,0,0,dh",타슈켄트,터키음식,미공개,23,찬란한밤2,13,"인하대 친구 추천으로 케밥맛집 방문했어요!!
다양한 메뉴들이 있고 맛있어서 자주 와야겠어요!
사장님 넘넘 친절하셨어요! ㅎㅎ
케밥맛집인정!!💜",23.10.31.화,0
"https://map.naver.com/p/entry/place/1770290012?c=15.00,0,0,0,dh",커리야,인도음식,4.62,907,wwkd33133,183,"인하대 인도 커리 전문점 입니다~
맛있어요~
밥 커리 무한리필 좋아요~~~~~🍛
추천합니다 ❤️",5.9.금,1
"https://map.naver.com/p/entry/place/1574688174?c=15.00,0,0,0,dh",솥고기67번길,돼지고기구이,미공개,557,안나스윗,94,"인하대 후문 고기맛집!! 요즘 솥뚜껑 보기 힘든데
솥뚜껑에 미나리 얹어서 이가격에 혜자아닌가요??
냄새도 안나고 고기 너무 맛있게 잘먹었습니다😍
마지막에 볶음밥까지 먹어줘서 깔끔한 마무리~
최고의 가성비 고기집입니다!! :)",24.12.24.화,0
"https://map.naver.com/p/entry/place/1801858940?c=13.00,0,0,0,dh",하하돈면,한식,미공개,262,wns****,580,"세번째 방문 ^^ 돈까스 다 맛있고 쫄면 .새우튀김.김치나베도 맛나맛나
최애 카레돈까스 급먹느라 사진이 ㅋ
사춘기 아들은 집에서 먹는다며 포장으로
치즈폭탄 돈까스와 쫄면 포장해서~
아 사진보니 또 먹고싶네용 ㅎ
재료에 신선함이 느껴져요 감사합니다 사장님^^
하하돈면 이름도 기부니가 조아진다~
또 방문할께요 계속 맛나게 만들어주세요",23.10.13.금,0
"https://map.naver.com/p/entry/place/1426778024?c=15.00,0,0,0,dh",아재불닭발 인하대점,닭발,미공개,354,sks****,43,"매운음식이 땡기는 어느날,
친구가 인하대 닭발맛집있다고해서 추천받아 방문했어요!
통 창문 다 열어놔서 반쯤 야장분위기에
닭발 통통하고 실하니 너무 맛있어요!!!! 매운맛은 제일 매운맛으로 골랐는데 땀뻘뻘 흘리면서도 진짜 맛있게 먹었습니다??????
분위기 좋고 맛까지 좋은니 재방문 안 할 이유가 없어요
다음엔 다른거먹으러 또 올게요??",5.21.수,0
"https://map.naver.com/p/entry/place/1208133928?c=13.00,0,0,0,dh",청진동해장국 인하대점,해장국,미공개,268,lovehyuk 혁이맘,38,"식구들 여기 청진동 음식 다 좋아해서
간만에 포장해왔어요
10살 꼬맹이도 한그릇 뚝딱이랍니다",24.11.8.금,0
"https://map.naver.com/p/entry/place/1678525038?c=13.00,0,0,0,dh",삼청당 인하대점,분식,미공개,620,매실매실해,45,밥 베이스를 선택할 수 있어서 너무 좋아요~!~!~ 건강 챙기기도 좋은 거 같아요 김밥 말고도 메뉴 많아서 좋아요 ㅎㅎ,23.3.28.화,0
"https://map.naver.com/p/entry/place/1574688174?c=15.00,0,0,0,dh",솥고기67번길,돼지고기구이,미공개,557,사람24,11,"음식이.  맛있고.  뷰도 좋고,  미나리도. 행긋하니 오늘  가족이랑  즐건 식사했어요  ^^",9.10.수,0
"https://map.naver.com/p/entry/place/1543018546?c=15.00,0,0,0,dh",산츠키,이자카야,미공개,61,또랑유랑단,125,"하이볼맛집 모츠나베맛집??????
존맛탱 가성비 갑 이자카야 ??
감성까지 좋은 곳! 모츠나베 먹구 볶음밥 필수!!??",23.11.9.목,1
"https://map.naver.com/p/entry/place/1999087809?c=13.00,0,0,0,dh",교반 인하대점,한식,미공개,186,누굴꺼같냐,5,"비빔밥부터 국 밑반찬까지 자극적이지 않고 맛있네요.
인후에 비빔밥집이 생겨서 기쁘네요.
가격도 합당한것 같네요.
담에도 올만합니다.",5.19.월,0
"https://map.naver.com/p/entry/place/1242873534?c=13.00,0,0,0,dh",내동칼국수,"칼국수,만두",미공개,167,Andresong,422,"요즘 시대에도 이런 가성비의 식당이 있다는게 놀라울 따름이죠.😁
고기국밥은 건더기 실하고 한끼 든든히 먹기 좋은데 조미료 맛이 강하네요(개인적 불호)
김치찌개에도 살과 비계의 비율이 적절한 돼지고기가 많이 들어있고 양도 푸짐합니다. 다만 김치찌개도 조미료맛이 올라와서 살짝 불호(고기국밥보다는 덜함)
전체적으로 반찬 양호하고 가성비는 진짜 갑입니다!!",23.9.6.수,0
"https://map.naver.com/p/entry/place/1434365007?c=13.00,0,0,0,dh",연곱,"곱창,막창,양",미공개,51,amy****,29,"와 너무 맛있어요!!!! 사장님도 너무 친절하시고 맛도 너무 친절했습니다!! 뷰도 나름 좋았구요! 저는 야채곱창 처음먹어보는 곱린이고 남편은 곱창 매니아인데 둘다 만족한 환상적인 맛이었어요!! 하,, 진짜 맛있었어요!! 다들 고민말고 꼭 가보셔요!!",23.5.6.토,0
"https://map.naver.com/p/entry/place/1470889138?c=13.00,0,0,0,dh",화양연화,요리주점,미공개,636,어리뉘,547,마라전골은 어떨까하고 갔는데 진짜 왜 일요일에도 사람이 많은지 알겠더라구여!! 분위기도 대박인데 전골맛은진짜 강추드리고싶은곳이예용🩷,24.1.14.일,1
"https://map.naver.com/p/entry/place/1406506965?c=15.00,0,0,0,dh",하노이별 인하대점,베트남음식,미공개,430,살구1890,18,"쌀국수 최애 ~~~~
매장이 넓고 시원시원~~~~
양도많고 중독국물 ~~~~
아~~또 먹고싶다~~~~쩝",22.7.21.목,0
"https://map.naver.com/p/entry/place/1090243948?c=13.00,0,0,0,dh",와이키키피자,피자,미공개,326,kdl****,3,"피자를 너무 좋아하는데 길가다가 피자집보이길래.후다닥 들어왔는데 분위기도 좋고 음식도 금방나와서 좋아요
피자는 웬만한 프렌차이즈보다 맛나요 추천합니다.",5.12.월,1
"https://map.naver.com/p/entry/place/1878533608?c=13.00,0,0,0,dh",빙그레정육식당 인하대본점,"육류,고기요리",미공개,651,go****,60,"고기 가성비도 너무 좋고 질도 진짜 좋고 너무 맛있어요!! 오죽하면 먹느라 사진이ㅠㅠ😂😂
그리고!!!!! 소고기된장찌개 5천원인데 꼭 드세요
밥 3그릇먹었어요ㅋㅋㅋㅋ",4.12.토,0
"https://map.naver.com/p/entry/place/1623784940?c=13.00,0,0,0,dh",또취,요리주점,미공개,453,김노을51,15,진짜 분위기 너무 좋아요ㅠㅠ 사장님이랑 직원분들 다들 친절하고 좋아요! 메뉴도 하나하나 다 맛있어요 또 올게요:),24.3.4.월,1
"https://map.naver.com/p/entry/place/1479468560?c=15.00,0,0,0,dh",한창희천하일면 인하대점,국수,미공개,395,wls32345,2,아부라소바는 몇 번 못먹어봤는데 오늘 먹은 아부라소바도 진짜 맛있어여 마제소바 좋아하시는 분들은 아부라소바도 도전해보세요! 매운맛으로 먹었는데 다음에도 매운맛으로 주문할거 같아요 저는 맵기 딱 좋았어요!!,2.13.목,0
"https://map.naver.com/p/entry/place/1711877761?c=13.00,0,0,0,dh",코피아,이탈리아음식,미공개,536,soso7044,41,"크림 파스타 소스 너무 맛있어요 !! 면 식감도 좋아요 ㅎㅎ
인하대 후문 맛집입니당😽❤️❤️",24.11.27.수,0
"https://map.naver.com/p/entry/place/1418606976?c=15.00,0,0,0,dh",순목,요리주점,미공개,52,jin****,13,새로 생겼길래 들어와봤는데 가게 인테리어가 너무 이쁘네여 인후에 몇없는 감성넘치는 가게같아요 타코야끼도 시샤모도 맛있게 먹고 갑니당 또올게용,23.12.24.일,0
"https://map.naver.com/p/entry/place/37762180?c=15.00,0,0,0,dh",미로곱창볶음집 인하대점,"곱창,막창,양",4.48,556,시하하랑,300,"먹어본 막창 중에 최고에요~ 잡내 하나없이 좋았네요^^
사장님도 너무 친절하시고~ 조만간 또 오고 싶네요",24.4.4.목,0
"https://map.naver.com/p/entry/place/1312726252?c=13.00,0,0,0,dh",제철홍어무침꽃게장,게요리,미공개,175,jixoxx,19,이사하기 전엔 일주일에 3~4번씩 시켜먹던 집인데 이사후엔 배달이 안돼서 직접 포장해서 먹어요❣ 인터넷에서 유명하다 하는 게장은 대부분 시켜먹었는데 여기만큼 만족스러운 집은 못찾았어요! 오랜만에 가도 알아봐주시고ㅠㅠ 넘 친절하시고 맛도 변함없이 신선하고 맛있고 좋아요❣❣❣,21.8.23.월,0
"https://map.naver.com/p/entry/place/1328025347?c=13.00,0,0,0,dh",스며듦 튀김수육,요리주점,미공개,50,Rlantldus2272,25,"지나가다가 우연히 새로 오픈했길래 들렸어요~!
수육튀김 들어만 보고 처음 먹어보는데 잡내 하나도 안나고 식어도 바삭바삭한게 너무 맛있었어요!!!👍🏻👍🏻🤩 그리고 스며듦 하이볼? 수육튀김이랑 완전 쿵짝 조합!!!ㅎㅎ 사장님도 너무 친절하셔서 너무 편하게 먹고 갑니다🫶🏻💕 다음에 또 방문할게요오~!!😊",24.2.25.일,0
"https://map.naver.com/p/entry/place/1590101380?c=13.00,0,0,0,dh",타슈켄트,터키음식,미공개,23,jsg****,62,케밥맛집이라해서 여자친구랑 방문해봤어요~!! 이색적인 메뉴도 많고 맛도있고 즐거운 시간이였습니당👏,23.10.25.수,1
"https://map.naver.com/p/entry/place/1075301874?c=15.00,0,0,0,dh",일미닭갈비파전 인하대점,닭갈비,미공개,190,정읍쓰나미,381,맛있고 양도 많은데 볶음밥이 진짜 맛있어요.....배가 부른 상태라서 닭갈비는 얼마 못먹었는데 볶음밥은 다 먹었네요..❣️,23.2.14.화,0
"https://map.naver.com/p/entry/place/1470889138?c=13.00,0,0,0,dh",화양연화,요리주점,미공개,636,lMusel,94,"”화양연화“는 인하대후문 가성비,분위기,인테리어 모두 만족했던 맛집이였어요 ㅎ_ㅎ술 종류도 굉장히 다양하고, 특히 안주 종류도 참 다양하고 가성비 좋으면서 비쥬얼도 맛또한 끝내줍니다! 사진 보시면 느껴지죠??!
특히 분위기가 좋아서 친구랑 편하게 대화할 수 있었답니다😁
맥주, 소주, 하이볼 등등 주류 및 안주 종류가 참 다양해서 고르는 재미가 있었고 특히 안주 종류가 기본적인 것부터 시그니처 메뉴도 있어서 선택의 폭이 넓었어요. 취향 따라, 기분 따라 골라서 먹는 맛이 있달까요? 😉 친구랑 이렇게 다양하게 즐길 수 있어서 정말 좋았어요 ㅎㅎ
화양연화의 뜻처럼 ‘인생에서 가장 아름답고 행복한 시간’의 일부를 보낼 수 있게 만들어주셔서 감사합니다🫶🏻",24.9.7.토,0
"https://map.naver.com/p/entry/place/1574688174?c=15.00,0,0,0,dh",솥고기67번길,돼지고기구이,미공개,557,kys****,7,오늘도 가족끼리 간단하게 먹고 싶어서 나왔네요!! 가격도 착하고 삼겹살집은 뭐니뭐니 해도 여기가 짱이에요👍,9.10.수,1
"https://map.naver.com/p/entry/place/1715794350?c=13.00,0,0,0,dh",카페밥엔술,양식,미공개,77,eve****,41,매장도 이쁘고 분위기도 좋아서 데이트하기 너무 좋았답니다 사장님께서도 너무 친절하시고 무엇보다 음식이 맛있어서 조만간 또 방문하려고 한답니다 ㅋㅋㅋ 사장님 대박나세요 ‼️‼️,24.6.16.일,0
"https://map.naver.com/p/entry/place/1767613585?c=15.00,0,0,0,dh",뼈앓이감자탕 용현점,감자탕,미공개,242,Phillip Lee,17,항상 자주 오는 맛집 입니다! 뼈해장국밥이 양이 많아서 먹으면 엄청 배부르고 고기도 야들야들하니 맛있네요. 많이들 오세요,9.23.화,0
"https://map.naver.com/p/entry/place/1543018546?c=15.00,0,0,0,dh",산츠키,이자카야,미공개,61,도지쓰,320,"모츠나베 처음 먹어봤는데 너무 맛있네용!
특히 산츠키에서 먹어서 더 맛있게 먹은 듯??
하이볼이랑 궁합도 너무 좋았는데 담에는
사케랑 먹어봐야겠습니당 ㅋㅋ
분위기도 넘 좋고 음식도 맛있는데
사장님도 유쾌하시고 친절하셔서
기분이 더 좋아지는 곳입니당 ????",24.2.21.수,0
"https://map.naver.com/p/entry/place/1077339099?c=13.00,0,0,0,dh",칠만시대주점,중식당,미공개,27,꽃소리28,143,중국 정통음식 좋아하시는분들께 강추합니다! 마라소스 들어간 음식이 많은데 너무 맛있었어요. 맥주와 너무 잘어율려요❤️ 특히 양꼬치 최고~~ 용현동 술집으로 추천해요,24.4.8.월,0
"https://map.naver.com/p/entry/place/1673075723?c=13.00,0,0,0,dh",헤드라이너,바(BAR),미공개,285,소금빵86,7,"#인하대술집 #인하대칵테일바 #칵테일바 #LP바 #칵테일 #맛집 #잘생긴사장님
인하대 술집은 역시 헤드라이너죠 😎",20.12.9.수,1
"https://map.naver.com/p/entry/place/1042128520?c=13.00,0,0,0,dh",오이아샌드위치 인하대,샌드위치,미공개,179,uuuuuuuun,33,"매장가면 사장님 항상 친절하시고 팩음료도 챙겨주셔서 너무 감사해요!!!
에그베이컨 처음 시켜봤는데 진짜 맛있어요 ㅎㅎ",24.1.5.금,0
"https://map.naver.com/p/entry/place/1543018546?c=15.00,0,0,0,dh",산츠키,이자카야,미공개,61,표CO몽,20,"못 보던 간판이 있길래 들어왔는데...
외관이랑 다르게 실내 인테리어가 블랙&그레이로
모던하고 트렌디한게 되게 감각적이였어요????
카니미소 야끼라멘 꼭 드세요 진짜 제발 대왕맛도리입니다!!!
J-pop 너무 듣기좋고 나중에 하이볼도 꼭 마시러갈게요??",23.10.5.목,0
"https://map.naver.com/p/entry/place/1878533608?c=13.00,0,0,0,dh",빙그레정육식당 인하대본점,"육류,고기요리",미공개,651,곰돌이맘90,1,"인하대맛집이라 하여 첫방문했습니다^^
친절하게 해주셔서 고기맛이 더 일품이네요~
고기도 야들야들 너무 부드러워요~~
재방문의사 백퍼예요~",6.15.일,0
"https://map.naver.com/p/entry/place/1963692965?c=15.00,0,0,0,dh",정인곱창 인하본점,"곱창,막창,양",4.77,418,연이꾸,25,"여기 정말 맛집이에요
가격도 다른 곱창집에 비해서 저렴하고
사장님도 너무 귀여우시고 착하시고,
양도많고, 곱이 진짜 다 튀어나올정도로 많아요.
오히려 숨어있으면 맛집인거 아시죠..
진짜 맛있습니다..
전100%다시올거에요
사장님 숨만쉬고 돈 많이버시길..
진짜 강추합니다..곱창 무조건 드세요!!!",24.5.15.수,0
"https://map.naver.com/p/entry/place/1044258426?c=13.00,0,0,0,dh",화경양꼬치,양꼬치,미공개,249,에헴89,109,"고기양도 너무 많고 질이 좋아요!!
지글지글 구워지는 모습만 봐도 행복한 건 왜 일까요?
마블링 붉은 빛깔이 너무 맛있어 보여요!!!!><
고기 풍미가 장난 아니더라구요~ 그냥 먹어도 굿!!!! 요리류도 다 맛있고 단골되겠어요!
​생고기라 더욱 맛있었던 ㅠ_ㅠ 또 먹으러 갈게요!!",23.7.15.토,1
"https://map.naver.com/p/entry/place/1406506965?c=15.00,0,0,0,dh",하노이별 인하대점,베트남음식,미공개,430,알럽지지,969,"오호 오호 넘 맛있게 먹었어요 👏👏👏
갈비 쌀국수에 갈비가득!
새우팟타이에 새우가득!
재료를 아낌 없이 넣어주셔서 맛있게 잘 먹었어요",1.12.일,1
"https://map.naver.com/p/entry/place/1294155308?c=13.00,0,0,0,dh",진화쿵푸마라탕,중식당,미공개,717,뚠빵지,117,친절한 꼬마사장님 덕분에 더더 맛있게 먹을 수 있었어요:) 마라맛이 적당히 있어 호불호 없이 모두 잘 먹을 수 있어요!,23.1.21.토,1
"https://map.naver.com/p/entry/place/1543018546?c=15.00,0,0,0,dh",산츠키,이자카야,미공개,61,hee****,23,"인하대 후문 최고의 맛집! 술집이에요오??
분위기가 좋아서 데이트하기에도 좋구, 친구들과 이야기나누기도 넘 죠아여! 무엇보다 사장님께서 친절하셔서 기분 좋게 먹고 갈 수 있는 집이애오!
친구랑 다음에는 점심메뉴 먹으러 오기로 했어욥 완전 왕왕 추천입니댜????",24.3.11.월,0
"https://map.naver.com/p/entry/place/1678525038?c=13.00,0,0,0,dh",삼청당 인하대점,분식,미공개,620,lov****,88,"김밥 러버인데 김밥이 종류가 많아서 좋아요!
제가 좋아하는 김밥도 있고, 소스도 있고, 여러 가지 베이스를 선택할 수 있어서 더 좋은 것 같아요!!!!!
이렇게 훌륭한 김밥집이 많아졌으면 좋겠어요!!!!🩵🩵",2.24.월,0
