도입_URL,가게이름,카테고리,전체평점,방문자리뷰,리뷰작성자,리뷰작성수,리뷰내용,방문시간,validated_label
"https://map.naver.com/p/entry/place/1102006774?c=13.00,0,0,0,dh",샐러리아 인하대점,"다이어트,샐러드",미공개,634,wngusdl0316,80,"메밀면 샐러드🥗 주문햇어요! 샐러리아 메밀면샐러드는 톡톡 터지는 메밀씨앗 가득! 게살🦀 , 날치알🐠 토핑에 메밀면 잘 삶아져서 입안에 들어가면 녹아요 녹아~ 브런치카페에서 처음 들기름파스타 먹어보고 반해서 가까운 매장 찾다가 방문햇어요. 인하대 후문에 길가에 잇어서 찾기도 쉽고!  리뷰이벤트해서 복숭아콤부차도 받앗어요😊 콤부차는 건강 발효음료로 저칼로리+ 유산균이 들엇다고하네요! 자주와서 먹어야겟어요😊💕",4.30.수,0
"https://map.naver.com/p/entry/place/1294155308?c=13.00,0,0,0,dh",진화쿵푸마라탕,중식당,미공개,717,에버러브77,42,항상 친절하고 맛있는 마라탕을 먹을수 있어서 너무 좋아요!!+_+ ㅎㅎㅎ 진화쿵푸마라탕 인하대점!! 화이팅이요!!,23.7.14.금,0
"https://map.naver.com/p/entry/place/1042128520?c=13.00,0,0,0,dh",오이아샌드위치 인하대,샌드위치,미공개,179,최고심,616,햄에그는̆̈ 매일 먹어도 안질립니다 ... 최고의 맛 겨란이 포근포근 부드러워서 존맛 ❤️,24.12.12.목,0
"https://map.naver.com/p/entry/place/37762180?c=15.00,0,0,0,dh",미로곱창볶음집 인하대점,"곱창,막창,양",4.48,556,2tk****,27,"오랜만에 인하대 후문쪽 놀러왔다가 생각나서 방문했어요!!
소금막창 양념막창 1인분씩 먹었는데 야들야들하고 존맛탱🫶
볶음밥까지 먹으면 마무으리! 완벽크합니다👍",24.8.1.목,0
"https://map.naver.com/p/entry/place/1574688174?c=15.00,0,0,0,dh",솥고기67번길,돼지고기구이,미공개,557,배ㅈl,95,넘 맛있어요~~칼집삼겹살 꼬소하고 잡내 하나도없네요 끝집고기 사장님 가게에요!! 가까워져서 લ 굳~,24.1.12.금,0
"https://map.naver.com/p/entry/place/1963692965?c=15.00,0,0,0,dh",정인곱창 인하본점,"곱창,막창,양",4.77,418,yoonsy5454,40,"인하대 곱창 맛집이에요!
오늘은 신랑과 둘이 데이트하러 갔는데,
역시 너무 맛있어요
소곱창 곱이 꽉차있어서 곱창 먹을땐
정인곱창만 가요~
돼지막창도 소스에 찍어먹음 꿀맛이어요~
또 방문하겠습니다 ^^",24.2.22.목,0
"https://map.naver.com/p/entry/place/1767613585?c=15.00,0,0,0,dh",뼈앓이감자탕 용현점,감자탕,미공개,242,냥냥녕냐,9,양도 엄청 많고 맛있어요!! 음식도 빨리 나와서 학생들은 수업 중간에 와서 먹고 가기도 좋아요! 매번 감자탕 하면 생각나는 곳입니드아!!!!!!☺️,9.24.수,0
"https://map.naver.com/p/entry/place/1715794350?c=13.00,0,0,0,dh",카페밥엔술,양식,미공개,77,Hoy45,661,"사장님 너무 친절하시고 매장도 넓고 분위기가 너무 좋아요 무엇보다 메뉴 너무 독특하고 맛있습니다 ㅎㅎ
닭발 피자는 안주로 아주 딱이고 해장파스타는 해장하고나서먹다가 다시 술을 부를 것 같앗어용 ㅎㅎㅎ
치킨 윙봉도 진짜 맛있습니당 ㅎㅎㅎ 감튀도 독특하고요
단체모임 할수 있게 나눠져있어서 너무 좋을 것 같아요
담에 또재방문 할래요😍",24.5.2.목,1
"https://map.naver.com/p/entry/place/1770290012?c=15.00,0,0,0,dh",커리야,인도음식,4.62,907,qusqorgus,62,인하대 커리야! 저번에 와보고 너무 맛있게 먹어서 또 왔어요ㅎㅎ 난이랑 커리가 진짜 맛있고 계속 들어가요..ㅎ 탄두리치킨도 퍽퍽하지 않고 맛있어요!:),5.21.수,0
"https://map.naver.com/p/entry/place/1424888459?c=13.00,0,0,0,dh",양궈푸마라탕 인하대점,마라탕,미공개,330,낭만진이74,15,"음식사진을 깜박하고 안찍었지만, 인하대 후문에 마라탕집에서 가장 맛있었어요! 인테리어듀 깔끔하고 재료도 한번에 많이 준비하시는게 아니고 여러번 준비하시는거 같아요. 다 신선 했습니다!!",2.16.일,0
"https://map.naver.com/p/entry/place/1531978755?c=13.00,0,0,0,dh",옛날통닭 주안점,"치킨,닭강정",미공개,233,jjong1girl,351,"치킨 염지가 소금없이 먹어도될만큼 간이 되어있네요
깜박하신건지 아님 추가금내야하는건지 치킨무는없었어요
2마리.통집튀김 전화주문하고 포장받아왔는데 15분정도 걸리고 바로 튀겨서 따듯하고 맛있었어요~
똥집은 먹다보니 조금 느끼했어요
요즘 옛날통닭에 꼿혀있는데 아시안게임보면서 맛있게 잘 먹었습니다^^",23.10.7.토,0
"https://map.naver.com/p/entry/place/1710907962?c=13.00,0,0,0,dh",뭉클로 샌드위치 디저트,샌드위치,미공개,140,신수똥,42,"와...인생 샌드위치....💛
그리고 스콘이랑 쿠키 진짜...
먹어보세요 정말 맛있습니다 :)",20.12.19.토,0
"https://map.naver.com/p/entry/place/1801858940?c=13.00,0,0,0,dh",하하돈면,한식,미공개,262,cia2003,2,"두번째방문
이번엔 동료들과함께 전에 못먹어본 김치나베,카레돈까스,우동 등을 먹었는데 역시나 기대이상.... 특히 김치나베 술안주로도 최고 ㅎㅎㅎ
음식에 진심인 사장님 감사해유~~^^",23.9.22.금,0
"https://map.naver.com/p/entry/place/1104224962?c=15.00,0,0,0,dh",압구정수산시장 인하대점,이자카야,미공개,94,cyg****,92,"인하대역 맛집 압구정수산시장 인하대점
외관과 다르게 매장이 일본 컨셉의 수산시장 인테리어였어요
광어사시미와 통오징어튀김 주문했어요
신선하고 두툼한 회 맛났어요
통오징어 크기도 크고 비주얼도 짱이에요
수산시장 생맥주.3백미리에 1900원
가성비.짱이에요",24.7.21.일,0
"https://map.naver.com/p/entry/place/1406506965?c=15.00,0,0,0,dh",하노이별 인하대점,베트남음식,미공개,430,해닝32,54,와 진짜 맛잇어요. 레몬까지 구비되어 잇어서 고수랑 같이 넣어먹으면 진짜 현지맛이랑 똑같아서 베트남 생각나네요 ㅎㅎ 인하대서 쌀국수 먹으려면 여기와야겠어요!,10.15.수,0
"https://map.naver.com/p/entry/place/1344154314?c=15.00,0,0,0,dh",레커훈스 인하대점,"치킨,닭강정",미공개,199,중강배전,272,"다른 레커훈스는 후기가 안좋은곳도 있는데 아주 맛있어요 그리고 주방타일이 엄청 깨끗합니다 기름쓰는곳인데 기름때가 없어요
비비큐에서 여기로 옮긴지 오래됩니다",22.5.23.월,0
"https://map.naver.com/p/entry/place/1973702909?c=13.00,0,0,0,dh",부리또정거장,"멕시코,남미음식",미공개,63,ynl****,22,"단체주문을 첨해보았는데 전화상 사장님의 꼼꼼함에 너무 감동ㅠ
직접 배달받고는 배로 감동!!
힘든부탁이였는데 포장을 너무 깔끔하게
잘해주셔서 받는분들이 다들 좋아하시더라구요~먹는 아이들도 맛있다고!!!
100점 아닌 200점 드리고싶네요~
감사합니다^^",23.3.22.수,0
"https://map.naver.com/p/entry/place/1398227881?c=13.00,0,0,0,dh",시장을여는사람들 인하대점,요리주점,미공개,44,phl****,15,알바생들 생긴 게 레전드 다 이쁘고 잘생김 안주는 양도 많은데 너무 맛있음 진짜 9성급호텔 쉐프님이 만든 줄 매장 안에 흡연실 있는 게 센스 넘침 흡연자들은 침 줄줄 흘릴듯 다른 술집에 비해 매장도 깨끗하고 친절해서 죽는다면 여기서 죽고 싶다.,23.12.2.토,0
"https://map.naver.com/p/entry/place/1536964052?c=13.00,0,0,0,dh",한상,한식,미공개,347,이재원0,15,"찌개 양이 먹어본 후문식당 중 가장 많은 것 같아요ㅋㅋ
깔끔하고 편하게 혼밥도 가능한 식당이라
자주올것같아요",4.12.토,0
"https://map.naver.com/p/entry/place/1957094833?c=15.00,0,0,0,dh",포케품은초밥 인하대점,"초밥,롤",미공개,416,kinghead80,650,"초밥도 넘 싱싱하고 맛있고, 푸짐해요^^가족들이랑 또 오고싶네요^^우동까지 챙겨주시니 넘넘 좋아요^^롤초밥두 끝내주네요~다음엔 포케도 먹어보겠습니당♡",3.3.월,0
"https://map.naver.com/p/entry/place/1574688174?c=15.00,0,0,0,dh",솥고기67번길,돼지고기구이,미공개,557,움움님,314,무듬구이 둘이서 딱 먹기 좋은 구성에 가격이네요 ㅎㅎ 솥에 구워 더 맛있고 미나리를 포함해서 반찬이 정말 다양해서 좋았어요! 냉국수도 고기 다 먹고 깔끔하게 마무리하기 좋습니다!!,24.4.29.월,0
"https://map.naver.com/p/entry/place/37658191?c=13.00,0,0,0,dh",국제식당 인하대본점,이자카야,4.66,445,미래의CEO,116,여긴 인하대생이라면 한번은 가봤을 맛집입니다 사장님도 친절하시고 일본에 온 느낌 물씬납니다 강추강추!,22.3.12.토,0
"https://map.naver.com/p/entry/place/1307296974?c=13.00,0,0,0,dh",마포생갈비 용현점,"육류,고기요리",4.63,216,가넷3625,431,"사장님 친절하시고 편안하게 해 주셨어요.
생고기 모듬세트 가격 저렴한데 완전 품질 좋고 맛있어요. 계란찜, 김치찌개 서비스라 놀랐어요!
사장님께서 직접 고기 잘라주시고 고기 부위 설명 해 주셨어요.
물냉면이랑 고기랑 같이 먹었는데, 냉면이 예술이라
여쭤보니 육수 직접 만드신데요.
맛있어서 또 가고싶어요.^^",21.6.28.월,0
"https://map.naver.com/p/entry/place/38351458?c=13.00,0,0,0,dh",신촌설렁탕,"곰탕,설렁탕",미공개,685,guswl284,73,"신촌샤브샤브
2인 소: 17000원
야채 무한리필, 고기양 적당. 볶음밥(거의죽)까지 나옴. 나름 맛있어요ㅎㅎ",20.6.4.목,0
"https://map.naver.com/p/entry/place/1406506965?c=15.00,0,0,0,dh",하노이별 인하대점,베트남음식,미공개,430,샛딤,31,쌀국수가 전체적으로 깔끔하고 양이 많아서 좋았어요!! 고기양도 많아서 면이랑 계속 같이 먹을 수 있어 좋더라구요ṑṑṑ 테이블도 넓고 가게 분위기도 좋아요👍,22.3.4.금,0
"https://map.naver.com/p/entry/place/1963692965?c=15.00,0,0,0,dh",정인곱창 인하본점,"곱창,막창,양",4.77,418,뭄뮹,32,사진첨부가안되서ㅠㅠ글만적어요 여기 진짜 제인생막창집이예요ㅠㅠㅠ최고맛잇어요 친구들 다 데리고가도 다 맛잇다고해여 여자둘이가서 4인분먹고 김치말이국수도 뿌수거왓어요 배터지지만 맛잇어서 계속 들어갑니다,24.5.22.수,0
"https://map.naver.com/p/entry/place/1392141383?c=19.19,0,0,0,dh",효자동솥뚜껑 인하대점,돼지고기구이,미공개,608,jau1cc,21,"친구랑 벌써 세번째 방문입니다..
삼겹살 미쳤어요.
솥뚜껑 위에서 구워지는 비주얼 보면 아주 그냥 정신 못 차림. 고기 익어가는 소리랑 냄새가 이미 반칙이야🥵
고기도 맛있는데 직원분들이 너무 친절해서 감동 두 배.",7.20.일,0
"https://map.naver.com/p/entry/place/38548187?c=15.00,0,0,0,dh",영지숯불갈비 본점,돼지고기구이,미공개,435,불편한곳만리뷰써요,1,후기좋길래 방문했더니 ㅋㅋㅋ 후드는 연기하나도 못빨아들여서 둘다 연기로 폐암걸릴뻔했구요. 갈비는 9900원이라서 싸다고 느끼실수있겠지만 무한리필보다도 못한 후지에 냉면육수는 이상한 향신료맛나고..싼줄 알고간게아니라 후기좋아서 갔더니..이래서 싼마이는 거릅니다.,5.13.화,0
"https://map.naver.com/p/entry/place/87238504?c=15.00,0,0,0,dh",계속 쪼르면,종합분식,미공개,938,wja****,51,육회쫄면 이렇게 신선한거 진짜 처음이에요 금액대비 진짜 최고의 쫄면을 맛보았어요  양념 자체도 너무 맛있는곳이라 리뷰쓰는지금 또 생각나요 ㅋ,21.1.5.화,0
"https://map.naver.com/p/entry/place/1392141383?c=19.19,0,0,0,dh",효자동솥뚜껑 인하대점,돼지고기구이,미공개,608,jiho683,18,맛있고 구성 좋은데 가격도 괜찮고 무엇보다 너무너무 친절하세요~~~! 동기들이랑 학교 뒤에서 잘 먹고갑니다!!!!,9.11.목,0
"https://map.naver.com/p/entry/place/1196972257?c=15.00,0,0,0,dh",청년밥상빨라우 인하대점,"찌개,전골",미공개,23,불타는엉덩이35,14,"천주교 재속전교가루멜회가 전교가르멜수녀회와 함께 운영하는 식당으로 청년들의 어려움을 덜어주기 위해 운영하신다고 합니다.
정말 저렴한 가격에 푸짐하게 먹을 수 있는 곳입니다.
감사합니다.",24.5.9.목,0
"https://map.naver.com/p/entry/place/1574688174?c=15.00,0,0,0,dh",솥고기67번길,돼지고기구이,미공개,557,Hyuck2e,20,"2층에 탁트여서 너무 좋고, 저렴한 가격에 비해 퀄리티가 좋습니다. 너무 맛있게 잘 먹었습니다~!",4.30.수,0
"https://map.naver.com/p/entry/place/1426778024?c=15.00,0,0,0,dh",아재불닭발 인하대점,닭발,미공개,354,홍엉진,8,오랜만에 인하대에 왔는데 맛있는 닭발집이 생겼더라고요~ 역시 닭발은 아재불닭발?? 오픈 기념 서비스도 많이 챙겨주셔서 감사합니다! 재방문 할 것 같아요????,2.27.목,0
"https://map.naver.com/p/entry/place/1517096100?c=13.00,0,0,0,dh",오썸,"맥주,호프",미공개,13,박하ss,1,"피자s 파인애플 세트. 15000원
간단히 먹기 좋네요.
생맥주는 좀더 시원했으면 좋겠어요",24.3.16.토,0
"https://map.naver.com/p/entry/place/1479468560?c=15.00,0,0,0,dh",한창희천하일면 인하대점,국수,미공개,395,ho0793623,30,"처음 먹어봤는데 너무 맛있게 잘먹었습니다
진짜 자주 갈것같아요
면이 쫄깃해서 맘에듭니다
잘 먹고가요",5.8.목,0
"https://map.naver.com/p/entry/place/1801858940?c=13.00,0,0,0,dh",하하돈면,한식,미공개,262,장실장81,50,"새로 오픈한 돈까스 집이에여~^^
간만에 치즈돈까스와 우동~
쫄면 넘 맛있게 먹었어여~~^^
양도 많아서 든든하네여~^^
또 올께여~^^
번창하세여~~^^",23.9.20.수,0
"https://map.naver.com/p/entry/place/1536964052?c=13.00,0,0,0,dh",한상,한식,미공개,347,돈땃쥐미25,17,"처음 오는데 밥이랑 반찬도 리필 가능해서 가성비가 좋은 것 같아요!!
된장찌개도 진짜 맛있었습니다 👍👍
친구는 육회비빔밥 먹었는데 육회가 냉동이 아니고 퀄리티가 좋아서 맛있었대요",5.8.목,0
"https://map.naver.com/p/entry/place/1328025347?c=13.00,0,0,0,dh",스며듦 튀김수육,요리주점,미공개,50,헤이즐넛넛,27,튀김이 너무 맛있어요!! 짭짤한 소스랑 조화도 좋구 고기가 등심카츠처럼 생겼어요~ 서비스로 순두부된장찌개도 주시고 날치알 볶음밥도 맛있었습니다!!,8.19.화,0
"https://map.naver.com/p/entry/place/1163314052?c=13.00,0,0,0,dh",조선탕반 인하대직영점,국밥,미공개,26,스텔라Joo,812,"궁금해서 가봤어요.
수육국밥은 가성비가 좋고
소주도 3.000원 행사해요!!~~
수육은 부드럽고 고소해요.",24.7.13.토,0
"https://map.naver.com/p/entry/place/1973702909?c=13.00,0,0,0,dh",부리또정거장,"멕시코,남미음식",미공개,63,스누피585,16,기존에 가던 부리또 가게가 폐업해서 검색해서 처음 가봤네요~ 부리또 먹고 싶을 때 먹을만 하네요~,21.8.15.일,0
"https://map.naver.com/p/entry/place/1801858940?c=13.00,0,0,0,dh",하하돈면,한식,미공개,262,김성준829,9,"새로 생긴 돈가스 맛집이라고 해서 가봤는데 정말 맛있어요~! 그리고 밥, 샐러드 등 리필이 다 되고 특히 떡볶이도 스리필 서비스로 주셔서 정말 좋습니다",9.23.화,0
"https://map.naver.com/p/entry/place/1807428763?c=15.00,0,0,0,dh",맥주집,"맥주,호프",미공개,167,yee****,10,"피자 진짜 맛있어요 ㅜㅜ 피자 메뉴 많던데 다음엔 다른 것도 먹어보려구요 술 오래 먹었는데 서비스도 잘 챙겨주셔서 정말 감사했습니다아☺️ 가성비 체고 맥주집 뽀에버🤍
#인하대맛집#인하대이자카야#인하대술집#인하대후문술집#인하대후문맛집",1.7.화,0
"https://map.naver.com/p/entry/place/1479468560?c=15.00,0,0,0,dh",한창희천하일면 인하대점,국수,미공개,395,하하하하75,17,고기도 많고 면도 많고 많이 먹는 편인데 배부르게 먹었네요. 처음에 기본으로 먹다가 소스 추가해서 색다른 맛으로 먹는 매력도 있어요. 저는 아부라소바를 먹었는데 일본에서 먹었던 것이랑 맛이 똑같아서 굉장히 만족했습니다!,3.13.목,0
"https://map.naver.com/p/entry/place/1470889138?c=13.00,0,0,0,dh",화양연화,요리주점,미공개,636,tjw****,192,두번째 방문했어요~   탕에 사리 추가도 가능해서 배도 채우면서 한잔 하기 진짜 좋은곳이예요~   가성비 좋아요!   깐풍치킨도 시켰는데 양도 많고 감자튀김도 같이 줘서 배부르게 진짜 잘 먹었어용!  2차갈필요없이 시원하게 간단하게 먹으면서 한잔하기좋게 샤베트 종류도 많아서 마지막에 시켜먹기도 좋아요~~,24.7.29.월,0
"https://map.naver.com/p/entry/place/1715794350?c=13.00,0,0,0,dh",카페밥엔술,양식,미공개,77,쿙공,97,신중동 먹자골목 돌아다니다가 발견해서 들어갔는데 신중동 맛집이에요!! 들어가자마자 캐쥬얼펍 느낌 나서 인테리어 마음도 들었는데 가격 보고 저렴해서 1차 놀람🫣 그리고 파스타 먹고 맛있어서 2차 놀랐어요🤗 카페부터 술까지 다 판매해서(소주 가격이 4000원) 나중에 조용히 술마시러 오려구요~!!,24.5.10.금,0
"https://map.naver.com/p/entry/place/1711877761?c=13.00,0,0,0,dh",코피아,이탈리아음식,미공개,536,재니뿅,289,"A세트로 먹었어요 ㅎㅎㅎ
오리가슴살샐러드 + 베이컨 크림파스타 + 소세지 베이컨 칠리볶음밥에 빵과 에이드까지!!
이렇게 푸짐하게 나오는데 26,900원으로 가성비까지 좋네요😋 플레이팅이 예뻐서 맛도 더 좋게 느껴져요 맛있게 잘 먹고 갑니다 ㅎㅎ 또 올게요",23.10.16.월,0
"https://map.naver.com/p/entry/place/1748522357?c=13.00,0,0,0,dh",큐슈울트라아멘 인하대점,일본식라면,미공개,279,non****,18,"분위기 좋고~
라멘 맛도 좋아요
제가 매운것을 좋아해요. 라멘 선택할때 맵단계 자유롭게 하는 게 참 좋아요.",24.4.6.토,0
